HGNC ID	Approved Symbol	Approved Name	Entrez Gene ID	Entrez Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	80	80	
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	82	82	ENSG00000229349
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	83	83	ENSG00000231340
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	414754	414754	ENSG00000229465
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	100418921	100418921	ENSG00000226642
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	100418920	100418920	ENSG00000241305
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	100418910	100418910	ENSG00000230581
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	100418951	100418951	ENSG00000259904
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	100418960	100418960	ENSG00000260298
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	283693	283693	ENSG00000259315
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	100418924	100418924	ENSG00000218475
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	644160	644160	ENSG00000237999
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	644961	644961	ENSG00000241547
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	100131291	100131291	ENSG00000232672
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	100131953	100131953	ENSG00000271615
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	442097	442097	ENSG00000230362
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	441783	441783	ENSG00000226359
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	72	72	ENSG00000163017
HGNC:156	ACTL2~withdrawn	symbol withdrawn, see ACTG1P2			
HGNC:157	ACTL3~withdrawn	symbol withdrawn, see ACTG2			
HGNC:158	ACTL4~withdrawn	entry withdrawn			
HGNC:159	ACTL5~withdrawn	entry withdrawn			
HGNC:24124	ACTL6A	actin like 6A	86	86	ENSG00000136518
HGNC:160	ACTL6B	actin like 6B	51412	51412	ENSG00000077080
HGNC:161	ACTL7A	actin like 7A	10881	10881	ENSG00000187003
HGNC:162	ACTL7B	actin like 7B	10880	10880	ENSG00000148156
HGNC:24018	ACTL8	actin like 8	81569	81569	ENSG00000117148
HGNC:28494	ACTL9	actin like 9	284382	284382	ENSG00000181786
HGNC:16127	ACTL10	actin like 10	170487	170487	ENSG00000182584
HGNC:163	ACTN1	actinin alpha 1	87	87	ENSG00000072110
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1	161159	161159	ENSG00000259062
HGNC:164	ACTN2	actinin alpha 2	88	88	ENSG00000077522
HGNC:165	ACTN3	actinin alpha 3 (gene/pseudogene)	89	89	ENSG00000248746
HGNC:166	ACTN4	actinin alpha 4	81	81	ENSG00000130402
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	344978	344978	ENSG00000213493
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	391026	391026	ENSG00000214141
HGNC:51621	ACTP1	actin family pseudogene 1	106480335	106480335	ENSG00000229890
HGNC:167	ACTR1A	ARP1 actin related protein 1 homolog A	10121	10121	ENSG00000138107
HGNC:168	ACTR1B	ARP1 actin related protein 1 homolog B	10120	10120	ENSG00000115073
HGNC:169	ACTR2	ARP2 actin related protein 2 homolog	10097	10097	ENSG00000138071
HGNC:170	ACTR3	ARP3 actin related protein 3 homolog	10096	10096	ENSG00000115091
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	101060091	101060091	
HGNC:17256	ACTR3B	ARP3 actin related protein 3 homolog B	57180	57180	ENSG00000133627
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	643050	643050	ENSG00000270242
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	440888	440888	ENSG00000226481
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	647156	647156	ENSG00000260327
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	777774	777774	ENSG00000249283
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	399746	399746	ENSG00000227264
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	644773	644773	ENSG00000226444
HGNC:37282	ACTR3C	ARP3 actin related protein 3 homolog C	653857	653857	ENSG00000106526
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	100288580	100288580	
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	100129013	100129013	ENSG00000232267
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	100128020	100128020	ENSG00000242573
HGNC:14671	ACTR5	ARP5 actin related protein 5 homolog	79913	79913	ENSG00000101442
HGNC:24025	ACTR6	ARP6 actin related protein 6 homolog	64431	64431	ENSG00000075089
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	100421495	100421495	ENSG00000248915
HGNC:14672	ACTR8	ARP8 actin related protein 8 homolog	93973	93973	ENSG00000113812
HGNC:17372	ACTR10	actin related protein 10 homolog	55860	55860	ENSG00000131966
HGNC:24027	ACTRT1	actin related protein T1	139741	139741	ENSG00000123165
HGNC:24026	ACTRT2	actin related protein T2	140625	140625	ENSG00000169717
HGNC:24022	ACTRT3	actin related protein T3	84517	84517	ENSG00000184378
HGNC:171	ACVR1	activin A receptor type 1	90	90	ENSG00000115170
HGNC:172	ACVR1B	activin A receptor type 1B	91	91	ENSG00000135503
HGNC:18123	ACVR1C	activin A receptor type 1C	130399	130399	ENSG00000123612
HGNC:173	ACVR2A	activin A receptor type 2A	92	92	ENSG00000121989
HGNC:174	ACVR2B	activin A receptor type 2B	93	93	ENSG00000114739
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	100128640	100128640	ENSG00000229589
HGNC:175	ACVRL1	activin A receptor like type 1	94	94	ENSG00000139567
HGNC:176	ACVRLK2~withdrawn	symbol withdrawn, see ACVR1			
HGNC:177	ACY1	aminoacylase 1	95	95	ENSG00000243989
HGNC:178	ACY1L~withdrawn	symbol withdrawn, see CCDC102B			
HGNC:24104	ACY3	aminoacylase 3	91703	91703	ENSG00000132744
HGNC:179	ACYP1	acylphosphatase 1	97	97	ENSG00000119640
HGNC:180	ACYP2	acylphosphatase 2	98	98	ENSG00000170634
HGNC:181	AD1~withdrawn	symbol withdrawn, see APP			
HGNC:182	AD2~withdrawn	symbol withdrawn, see APOE			
HGNC:183	AD3~withdrawn	symbol withdrawn, see PSEN1			
HGNC:184	AD4~withdrawn	symbol withdrawn, see PSEN2			
HGNC:185	AD5	Alzheimer disease 5		8081	
HGNC:186	ADA	adenosine deaminase	100	100	ENSG00000196839
HGNC:1839	ADA2	adenosine deaminase 2	51816	51816	ENSG00000093072
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	132612	132612	ENSG00000164113
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	100422386	100422386	
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	100422407	100422407	ENSG00000267511
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	161931	161931	ENSG00000140955
HGNC:31853	ADAL	adenosine deaminase like	161823	161823	ENSG00000168803
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	8759	8759	ENSG00000229186
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	100420505	100420505	ENSG00000226469
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	2515	2515	ENSG00000104755
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	1587	1587	ENSG00000197475
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	1596	1596	ENSG00000260089
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	255926	255926	ENSG00000196115
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	8755	8755	ENSG00000271968
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	8756	8756	ENSG00000069206
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	101	101	ENSG00000151651
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	8754	8754	ENSG00000168615
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	102	102	ENSG00000137845
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	4185	4185	ENSG00000073670
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	8038	8038	ENSG00000148848
HGNC:43841	ADAM12-OT1~withdrawn	entry withdrawn			
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	8751	8751	ENSG00000143537
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	6868	6868	ENSG00000151694
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	8749	8749	ENSG00000168619
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	8728	8728	ENSG00000135074
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	8748	8748	ENSG00000134007
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	317760	317760	ENSG00000259158
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	100533671	100533671	ENSG00000248574
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	644325	644325	ENSG00000249162
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	8747	8747	ENSG00000139985
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	145241	145241	ENSG00000235812
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	53616	53616	ENSG00000008277
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	8745	8745	ENSG00000114948
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	646479	646479	ENSG00000214607
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	10863	10863	ENSG00000042980
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	11086	11086	ENSG00000168594
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	11085	11085	ENSG00000134249
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	203102	203102	ENSG00000197140
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	80332	80332	ENSG00000149451
HGNC:16299	ADAMDEC1	ADAM like decysin 1	27299	27299	ENSG00000134028
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	9510	ENSG00000154734
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	9509	ENSG00000087116
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508	9508	ENSG00000156140
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507	9507	ENSG00000158859
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	11096	ENSG00000154736
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	11174	ENSG00000049192
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	11173	11173	ENSG00000136378
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	390660	390660	ENSG00000274376
HGNC:49408	ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1			
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	400406	400406	ENSG00000261143
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	642935	642935	ENSG00000218052
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	11095	11095	ENSG00000134917
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	56999	ENSG00000163638
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	101929335	101929335	ENSG00000241158
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	100507098	100507098	ENSG00000241684
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794	81794	ENSG00000142303
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	81792	ENSG00000151388
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	11093	11093	ENSG00000160323
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	140766	ENSG00000138316
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	170689	170689	ENSG00000166106
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	170690	170690	ENSG00000145536
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	170691	170691	ENSG00000140470
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	170692	170692	ENSG00000140873
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019	171019	ENSG00000145808
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1		103689846	ENSG00000249421
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	80070	80070	ENSG00000173157
HGNC:16662	ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18			
HGNC:14632	ADAMTSL1	ADAMTS like 1	92949	92949	ENSG00000178031
HGNC:14631	ADAMTSL2	ADAMTS like 2	9719	9719	ENSG00000197859
HGNC:14633	ADAMTSL3	ADAMTS like 3	57188	57188	ENSG00000156218
HGNC:19706	ADAMTSL4	ADAMTS like 4	54507	54507	ENSG00000143382
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1		574406	ENSG00000203804
HGNC:27912	ADAMTSL5	ADAMTS like 5	339366	339366	ENSG00000185761
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	11033	11033	ENSG00000105963
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	55803	55803	ENSG00000184060
HGNC:225	ADAR	adenosine deaminase, RNA specific	103	103	ENSG00000160710
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1	104	104	ENSG00000197381
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	105	105	ENSG00000185736
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	642394	642394	ENSG00000205696
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1	23536	23536	ENSG00000065457
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	134637	134637	ENSG00000189007
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3	113179	113179	ENSG00000213638
HGNC:19038	ADCK1	aarF domain containing kinase 1	57143	57143	ENSG00000063761
HGNC:19039	ADCK2	aarF domain containing kinase 2	90956	90956	ENSG00000133597
HGNC:21738	ADCK5	aarF domain containing kinase 5	203054	203054	ENSG00000173137
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	106	106	
HGNC:230	ADCP2~withdrawn	symbol withdrawn, see DPP4			
HGNC:231	ADCR~withdrawn	symbol withdrawn, see WT2			
HGNC:232	ADCY1	adenylate cyclase 1	107	107	ENSG00000164742
HGNC:233	ADCY2	adenylate cyclase 2	108	108	ENSG00000078295
HGNC:234	ADCY3	adenylate cyclase 3	109	109	ENSG00000138031
HGNC:235	ADCY4	adenylate cyclase 4	196883	196883	ENSG00000129467
HGNC:236	ADCY5	adenylate cyclase 5	111	111	ENSG00000173175
HGNC:237	ADCY6	adenylate cyclase 6	112	112	ENSG00000174233
HGNC:238	ADCY7	adenylate cyclase 7	113	113	ENSG00000121281
HGNC:239	ADCY8	adenylate cyclase 8	114	114	ENSG00000155897
HGNC:240	ADCY9	adenylate cyclase 9	115	115	ENSG00000162104
HGNC:21285	ADCY10	adenylate cyclase 10	55811	55811	ENSG00000143199
HGNC:44143	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1	221442	221442	ENSG00000161912
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	116	116	ENSG00000141433
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	117	117	ENSG00000078549
HGNC:243	ADD1	adducin 1	118	118	ENSG00000087274
HGNC:244	ADD2	adducin 2	119	119	ENSG00000075340
HGNC:245	ADD3	adducin 3	120	120	ENSG00000148700
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	100505933	100505933	ENSG00000203876
HGNC:246	ADDL~withdrawn	symbol withdrawn, see ADD3			
HGNC:247	ADFN	albinism-deafness syndrome	122	122	
HGNC:21212	ADGB	androglobin	79747	79747	ENSG00000118492
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	84435	84435	ENSG00000197177
HGNC:49543	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1		100128127	ENSG00000256925
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	25960	25960	ENSG00000020181
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	166647	166647	ENSG00000152990
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	575	575	ENSG00000181790
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	576	576	ENSG00000121753
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	577	577	ENSG00000135298
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	283383	283383	ENSG00000111452
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	105755954	105755954	ENSG00000256151
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	347088	347088	ENSG00000180264
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	2015	2015	ENSG00000174837
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	30817	30817	ENSG00000127507
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	84658	84658	ENSG00000131355
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	326342	326342	ENSG00000268758
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	976	976	ENSG00000123146
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	266977	266977	ENSG00000153292
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	222611	222611	ENSG00000164393
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	165082	165082	ENSG00000173567
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	221393	221393	ENSG00000153294
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	221395	221395	ENSG00000069122
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	389740	389740	ENSG00000227582
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	441416	441416	ENSG00000204818
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	9289	9289	ENSG00000205336
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	10149	10149	ENSG00000173698
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	222487	222487	ENSG00000182885
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	139378	139378	ENSG00000156920
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	221188	221188	ENSG00000159618
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	57211	57211	ENSG00000112414
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	84873	84873	ENSG00000144820
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	22859	22859	ENSG00000072071
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	23266	23266	ENSG00000117114
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	23284	23284	ENSG00000150471
HGNC:50604	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1	101927186	101927186	ENSG00000248692
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	64123	64123	ENSG00000162618
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	84059	84059	ENSG00000164199
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	124	124	ENSG00000187758
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125	125	ENSG00000196616
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	126	ENSG00000248144
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	127	127	ENSG00000198099
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	128	ENSG00000197894
HGNC:254	ADH5P1~withdrawn	entry withdrawn			
HGNC:22976	ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2	343296	343296	ENSG00000232676
HGNC:22991	ADH5P3	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3	100131810	100131810	ENSG00000223694
HGNC:21377	ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4	642443	642443	ENSG00000233859
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	130	130	ENSG00000172955
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	131	131	ENSG00000196344
HGNC:16354	ADHFE1	alcohol dehydrogenase, iron containing 1	137872	137872	ENSG00000147576
HGNC:30576	ADI1	acireductone dioxygenase 1	55256	55256	ENSG00000182551
HGNC:52339	ADI1P1	acireductone dioxygenase 1 pseudogene 1	100130936	100130936	ENSG00000235102
HGNC:52340	ADI1P2	acireductone dioxygenase 1 pseudogene 2	100288971	100288971	ENSG00000250684
HGNC:52341	ADI1P3	acireductone dioxygenase 1 pseudogene 3	100288129	100288129	ENSG00000258369
HGNC:28606	ADIG	adipogenin	149685	149685	ENSG00000182035
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	9370	ENSG00000181092
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	100874095	100874095	ENSG00000226482
HGNC:24040	ADIPOR1	adiponectin receptor 1	51094	51094	ENSG00000159346
HGNC:44910	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	645220	645220	ENSG00000232497
HGNC:44911	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	390503	390503	ENSG00000258805
HGNC:24041	ADIPOR2	adiponectin receptor 2	79602	79602	ENSG00000006831
HGNC:16477	ADIR~withdrawn	symbol withdrawn, see TOR3A			
HGNC:24043	ADIRF	adipogenesis regulatory factor	10974	10974	ENSG00000148671
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1	100133190	100133190	ENSG00000272734
HGNC:257	ADK	adenosine kinase	132	132	ENSG00000156110
HGNC:258	ADL~withdrawn	symbol withdrawn, see SGCA			
HGNC:259	ADM	adrenomedullin	133	133	ENSG00000148926
HGNC:28898	ADM2	adrenomedullin 2	79924	79924	ENSG00000128165
HGNC:27293	ADM5	adrenomedullin 5 (putative)	199800	199800	ENSG00000224420
HGNC:260	ADMLX~withdrawn	symbol withdrawn, see ANOS1			
HGNC:261	ADMLY~withdrawn	symbol withdrawn, see ANOS2P			
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	23394	23394	ENSG00000101126
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	101927631	101927631	ENSG00000259456
HGNC:23803	ADNP2	ADNP homeobox 2	22850	22850	ENSG00000101544
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	84890	84890	ENSG00000181915
HGNC:262	ADORA1	adenosine A1 receptor	134	134	ENSG00000163485
HGNC:263	ADORA2A	adenosine A2a receptor	135	135	ENSG00000128271
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	646023	646023	ENSG00000178803
HGNC:264	ADORA2B	adenosine A2b receptor	136	136	ENSG00000170425
HGNC:265	ADORA2BP1	adenosine A2b receptor pseudogene 1	137	137	ENSG00000236136
HGNC:266	ADORA2L1~withdrawn	entry withdrawn			
HGNC:267	ADORA2L2~withdrawn	entry withdrawn			
HGNC:268	ADORA3	adenosine A3 receptor	140	140	ENSG00000282608
HGNC:25250	ADPGK	ADP dependent glucokinase	83440	83440	ENSG00000159322
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	100287559	100287559	ENSG00000260898
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	141	141	ENSG00000144843
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	113622	113622	ENSG00000153531
HGNC:21304	ADPRHL2	ADP-ribosylhydrolase like 2	54936	54936	ENSG00000116863
